Power X,Power Y
0.5,6.148474902777753e-05
0.6,0.0001977048301115041
0.7,0.0003902376684088831
0.8,0.0006857556382423034
0.9,0.001023281942590269
1,0.001494600477065057
1.1,0.002210011181515573
1.2,0.002930594650650212
1.3,0.002165045242961833
1.4,0.005029620220973805
1.5,0.006175042647642458
