Read margin X,Read margin Y
0.5,0.158241674520093
0.6,0.1919885921617459
0.7,0.2207282923216132
0.8,0.2436054103051526
0.9,0.2601155677925434
1,0.2710684722957264
1.1,0.2779294714784686
1.2,0.2820204463813058
1.3,0.2842610920730472
1.4,0.2852394937400492
1.5,0.285327697965647
