Power X,Power Y
0.5,4.77402116920414e-06
0.6,1.023100196187692e-05
0.7,1.815156974025036e-05
0.8,2.882213339482751e-05
0.9,4.726066734465175e-05
1,7.322844230035679e-05
1.1,0.0001144068386203195
1.2,0.0002011935302654833
1.3,0.0003165761571106406
1.4,0.0004911880263617046
1.5,0.0008261767411889975
