Power X,Power Y
0.5,4.153422473912487e-06
0.6,1.392725111911425e-05
0.7,2.254729839062584e-05
0.8,3.090731667023708e-05
0.9,4.193210370026467e-05
1,5.649953438858132e-05
1.1,7.587482357348991e-05
1.2,0.0001015447786146719
1.3,0.0001399786453447509
1.4,0.0001608232619833638
1.5,0.0002034545989158133
