Power X,Power Y
0.5,2.803959246119875e-05
0.6,5.155840860680752e-05
0.7,8.789918809964763e-05
0.8,0.0001188046176833627
0.9,0.0001540593218721772
1,0.0001951791693821573
1.1,0.0002433788760574533
1.2,0.0002998898424559066
1.3,0.0003657728229804785
1.4,0.0004428506535750552
1.5,0.000532650278928117
