Power X,Power Y
0.5,4.575480850453373e-06
0.6,2.165911352730734e-05
0.7,4.871623167866142e-05
0.8,6.787913931235143e-05
0.9,8.717921822492571e-05
1,0.0001093462937780706
1.1,0.000135099602580076
1.2,0.0001652885878291079
1.3,0.0002006508820112392
1.4,0.0002432524856762846
1.5,0.000296529903393449
