Power (cap=1e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=1e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=1e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=1e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=5e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=5e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=5e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=5e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=9e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=9e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=9e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=9e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=1.3e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=1.3e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=1.3e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=1.3e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=1.7e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=1.7e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Power (cap=1.7e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Power (cap=1.7e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y
1,2.441904129528721e-06,1,4.304246030621121e-06,1,6.200136518895485e-06,1,8.064610336065956e-06,1,8.325806688269961e-06,1,1.020135123120936e-05,1,9.32839183305262e-06,1,1.124228765290076e-05,1,9.80282853899171e-06,1,1.174958517496384e-05
