rh ,value(value(value(value(value(value(value(Power "cap" 1e-15) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 1e-15) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 5e-15) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 5e-15) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 9e-15) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 9e-15) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 1.3e-14) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 1.3e-14) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 1.7e-14) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Power "cap" 1.7e-14) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0)
1.000,2.442E-6,4.304E-6,6.200E-6,8.065E-6,8.326E-6,10.20E-6,9.328E-6,11.24E-6,9.803E-6,11.75E-6
