Delay (cap=1e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=1e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=1e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=1e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=5e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=5e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=5e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=5e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=9e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=9e-15,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=9e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=9e-15,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=1.3e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=1.3e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=1.3e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=1.3e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=1.7e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=1.7e-14,ia=1,ib=1,ra=1,rb=1,rc=1,rd=1) Y,Delay (cap=1.7e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) X,Delay (cap=1.7e-14,ia=6,ib=1,ra=1,rb=1,rc=1,rd=1) Y
1,6.80041445489706e-11,1,7.626244883228759e-11,1,1.567302820183254e-10,1,1.633923723031167e-10,1,1.747868820942494e-10,1,1.77947233416998e-10,1,2.135302043942848e-10,1,2.135003884783045e-10,1,2.787038691762943e-10,1,2.782530515836336e-10
