Power X,Power Y
0.5,4.966202343767413e-06
0.6,2.408589036668859e-05
0.7,4.303336690639104e-05
0.8,5.820711029171405e-05
0.9,7.429687157705914e-05
1,9.228017959151457e-05
1.1,0.000112450594546462
1.2,0.0001353400755292853
1.3,0.0001613740679450369
1.4,0.0001922308587111583
1.5,0.0002303184723842204
