rh ,value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 1.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 1.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 1.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 1.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 6.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 6.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 6.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1e-15) "ia" 6.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 1.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 1.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 1.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 1.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 6.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 6.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 6.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 5e-15) "ia" 6.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 1.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 1.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 1.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 1.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 6.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 6.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 6.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 9e-15) "ia" 6.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 1.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 1.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 1.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 1.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 6.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 6.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 6.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.3e-14) "ia" 6.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 1.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 1.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 1.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 1.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 1.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 6.0) "ib" 1.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 6.0) "ib" 2.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 6.0) "ib" 3.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 6.0) "ib" 4.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0),value(value(value(value(value(value(value(Delay "cap" 1.7e-14) "ia" 6.0) "ib" 5.0) "ra" 1.0) "rb" 1.0) "rc" 1.0) "rd" 1.0)
1.000,68.00E-12,60.34E-12,59.24E-12,59.43E-12,60.13E-12,76.26E-12,83.82E-12,92.63E-12,101.3E-12,110.0E-12,156.7E-12,147.6E-12,146.7E-12,146.0E-12,145.8E-12,163.4E-12,168.6E-12,174.7E-12,180.4E-12,185.6E-12,174.8E-12,162.8E-12,159.3E-12,156.7E-12,155.5E-12,177.9E-12,177.4E-12,177.5E-12,176.9E-12,175.3E-12,213.5E-12,198.5E-12,193.6E-12,190.7E-12,187.6E-12,213.5E-12,210.0E-12,207.3E-12,203.6E-12,199.0E-12,278.7E-12,263.5E-12,258.2E-12,254.3E-12,252.0E-12,278.3E-12,274.3E-12,270.9E-12,266.9E-12,261.9E-12
